id;title;text;rating;fk_User_Id;fk_Product_Id
1669;Its magical;I make sure I Always have have two jars on hand at all times.;5.0;1669;290
1670;No cracks;I use when my lip start to get dry, helps to keep them moist;4.0;1670;290
1671;Love the jar;Heavy glass easy to find and feels great on the lips.;5.0;1671;290
1672;Good for chapped lips;Use it on occasion works fine. Keeps lips from getting too dry.;3.0;1672;290
1673;convenient works well;Im always putting lip balm on. This is great for the purse.;5.0;1673;290
1674;Works great!;I bought this a while ago. I love it. Its very moisturizing.;5.0;1674;290
1675;Works well;Use this while skiing and it protects from chapping and cracking;3.0;1675;290
1676;Tells me what I need to know;I always have it on hand to keep my lips healthy and smooth.;5.0;1676;290
1677;I always get this because my lips are always dry.;I have used this product for years and am not happy if I am out.;5.0;1677;290
1678;The best relief;This stuff is a life saver, I stock up on this during the winter;5.0;1678;290
1679;Love it!;I have one in every bag because I cant live without this stuff!;5.0;1679;290
1680;For your home.;I love carmex and use it at home in the jar. Great for home use.;5.0;1680;290
1681;Feels great on my lips.;I keep this around all the time b/c it helps my lips stay moist.;5.0;1681;290
1682;Amazing product!;I have used this product for years. Best thing on the market!!!!;5.0;1682;290
1683;really healing;love all of the Carmex products, no matter how it is applied;5.0;1683;290
1684;Mr;I have tried everything on the market and this is the best;5.0;1684;290
1685;Winter Necessity;Its the only thing bf needs all winter (construction) long!;5.0;1685;290
1686;Great Lip Balm;Such a rich and creamy lip balm. It goes on smooth and silky.;5.0;1686;290
1687;Works great and price is right!;I have been using Carmex for years and it never fails me.;5.0;1687;290
1688;Great product;I brought it a while ago and it help with my chapped lips;5.0;1688;290
1689;awesome;soothing ,,,protective from drying and chapping ..awesome;5.0;1689;290
1690;Gotta Have One;Great product and the package is a classic. Its my fav balm.;5.0;1690;290
1691;The Go To;This is the one staple from Carmex that i carry at all times;5.0;1691;290
1692;Covers great;I pick up some Sunday my lips were on fire instant relief;4.0;1692;290
1693;cracked lips;I have very dry lips and with out camex my lips will crack.;5.0;1693;290
1694;plump lips;Gives me smooth, bee stung, plump lips. Chapped lips no more;5.0;1694;290
1695;chapped Lips Doctor;I have used Carmex for years. no other product like it.;5.0;1695;290
1696;Great product;Ive been a fan for years! My husband loves the product too.;5.0;1696;290
1697;Great product;I bought this 2 weeks ago an my lips have never felt so good;5.0;1697;290
1698;My lips love this stuff;Carmex user forever. I will not buy anything else.;5.0;1698;290
1699;Great Stuff;I have never had to use this but my son has and he loves it!;5.0;1699;290
1700;Love it;I have been using this for years! I love how it works!!!;5.0;1700;290
1701;It works!;I have used this for years and its very soothing! Love it!;5.0;1701;290
1702;Great product;My wife becomes more gourgeois when she wears your lip balm.;5.0;1702;290
1703;Super easy to Carry around;Product works extremely well and heals chapped lips quickly.;5.0;1703;290
1704;Love soft lips;I love carmax products always buy them over other chapsticks;5.0;1704;290
1705;Scottish curlers love Carmex!;Best lip balm ever. Scotlands curlers buy Carmex all season.;5.0;1705;290
1706;Best Product Ever!;I buy carmex every month and I love having moisturized lips!;5.0;1706;290
1707;the original jar;I love the original but I should explore other flavors;5.0;1707;290
1708;Love the feeling;Ive tried all other lip soothers but this is best;5.0;1708;290
1709;The best!;The best! Fits perfectly in my pocket! I love it!!;5.0;1709;290
1710;The original!;Ive been using this for years because it just works!;5.0;1710;290
1711;Great products;Love! Love! Carmex products been a huge fan for years.;5.0;1711;290
1712;good for chapped lips;i tried this for my dry lips lasr winter and it is great.;4.0;1712;290
1713;Makes lip so soft!;I love the carmex jar! I always use it! My kids do too;5.0;1713;290
1714;neet;just bought a new little jar great and special to use it.;5.0;1714;290
1715;LOVE IT! ! !;Been using this for years! Hasnt changed still great!;5.0;1715;290
1716;Mrs;Like the taste, smells good, product works. Priced right.;5.0;1716;290
1717;Been using for years;Weather changes so quickly in Washington! Use Carmex;5.0;1717;290
1718;Very Moisturizing;This is my favorite lip balm. It is so moisturizing.;5.0;1718;290
1719;great product;Great for dry lips and I even use it for my cuticles.;5.0;1719;290
1720;works great;I can carry this in my pocket all the time, works great;5.0;1720;290
1721;best one;I usually buy this one I think its the best one there is;5.0;1721;290
1722;Love me some carmex;Carmex works every time I have chap lips! It is my go to.;5.0;1722;290
1723;Great for relief in cold weather;Great during winter and cold weather. Easy to apply.;5.0;1723;290
1724;Great and easy to put on;I love it in the can becaue you can put it on so easily.;5.0;1724;290
1725;carmex good;Love Carmex. It works like a champ for relieving all problems.;5.0;1725;290
1726;really works;from chapped lips to cold sores, this stuff really works;5.0;1726;290
1727;soothing;been using for years, so helpful. not too bulky or noticeable;5.0;1727;290
1728;HANDY TO HAVE AROUND!;KEEP IT IN MY DESK FOR WHEN MY LIPS NEED SOOTHING!;5.0;1728;290
1729;My help for my lips.;Use it daily. Ive been using it since 1987 and love it.;5.0;1729;290
1730;GREAT PRODUCT;My lips wouldnt be able to survive a winter without this!;5.0;1730;290
1731;Good Stuff;This product is amazing. My lips have never looked this good!;5.0;1731;290
1732;feels great on lips;this works for me its so dry in reno. carmax goes on so smove;5.0;1732;290
1733;Sitting by the pool bar in Vegas;Great when you are sitting by the pool in the sun anywhere;5.0;1733;290
